Name,Sport,Year,Class_Year,Position,Hometown,High_School,Height,Weight,Source_URL
Davy Lizana,Football,2016,Fr.,WR,"Phoenix, Md.",Boys Latin School,6-4,205,https://cornellbigred.com/sports/football/roster/2016-17
Demetrius  Daltirus,Football,2016,Jr.,WR,"Yardley, Pa.",Blair Academy,6-2,214,https://cornellbigred.com/sports/football/roster/2016-17
Drew Diedrich,Football,2016,Sr.,DL,"Ann Arbor, Mich.",Father Gabriel Richard HS,6-3,259,https://cornellbigred.com/sports/football/roster/2016-17
Dylan Otolski,Football,2016,Fr.,S,"Grand Rapids, Mich.",Forest Hills Central HS,6-1,202,https://cornellbigred.com/sports/football/roster/2016-17
Eric Sade,Football,2016,Sr.,CB,"Washington, D.C.",St. Albans HS,6-0,197,https://cornellbigred.com/sports/football/roster/2016-17
Erik Bloomquist,Football,2016,Jr.,CB,"Sacramento, Calif.",Christian Brothers HS,6-1,204,https://cornellbigred.com/sports/football/roster/2016-17
Ethan Agritelley,Football,2016,Fr.,PK,"Lake Oswego, Ore.",Lake Oswego HS,5-10,172,https://cornellbigred.com/sports/football/roster/2016-17
Flint Geier,Football,2016,Sr.,OL,"Alpharetta, Ga.",Mount Pisgah Christian School,6-3,283,https://cornellbigred.com/sports/football/roster/2016-17
Frank O'Dowd,Football,2016,Fr.,LS,"Plantation, Fla.",St. Thomas Aquinas HS,6-4,232,https://cornellbigred.com/sports/football/roster/2016-17
Garrett Cloer,Football,2016,So.,TE,"Hurdle Mills, N.C.",Orange HS,6-5,230,https://cornellbigred.com/sports/football/roster/2016-17
Geno DeMarco,Football,2016,Jr.,DL,"Perrysburg, Ohio",Toledo St. John’s Jesuit HS,6-3,265,https://cornellbigred.com/sports/football/roster/2016-17
George L. Holm III,Football,2016,Fr.,OL,"Richmond, Va.",Freeman HS,6-4,275,https://cornellbigred.com/sports/football/roster/2016-17
Gus Basanes,Football,2016,Jr.,OL,"Bethesda, Md.",Georgetown Prep HS,6-4,299,https://cornellbigred.com/sports/football/roster/2016-17
Gustavo Dorsett,Football,2016,So.,S,"El Paso, Texas",Franklin HS,6-2,191,https://cornellbigred.com/sports/football/roster/2016-17
Hank deGlee,Football,2016,So.,OL,"South New Berlin, N.Y.",Unadilla Valley Central HS,6-5,273,https://cornellbigred.com/sports/football/roster/2016-17
Harley Kirsch,Football,2016,Fr.,QB,"Redmond, Wash.",Eastside Catholic HS,6-4,237,https://cornellbigred.com/sports/football/roster/2016-17
Harold Coles,Football,2016,Fr.,RB,"Erie, Pa.",Fairview HS,6-1,190,https://cornellbigred.com/sports/football/roster/2016-17
Hayes Nolte,Football,2016,Jr.,TE,"Blue Bell, Pa.",Germantown Academy,6-4,253,https://cornellbigred.com/sports/football/roster/2016-17
Henry Stillwell,Football,2016,So.,OL,"Richmond, Va.",St. Christopher's School,6-5,290,https://cornellbigred.com/sports/football/roster/2016-17
Ijhad Bonner,Football,2016,Fr.,ILB,"Pittsburgh, Pa.",North Allegheny Senior HS,6-2,209,https://cornellbigred.com/sports/football/roster/2016-17
Islam Mohamed,Football,2016,Sr.,OL,"Inwood, N.Y.",Lawrence HS,6-3,280,https://cornellbigred.com/sports/football/roster/2016-17
J. Edward Keating,Football,2016,So.,OL,"Birmingham, Mich.",Detroit Country Day School,6-4,307,https://cornellbigred.com/sports/football/roster/2016-17
J.D. PicKell,Football,2016,So.,RB,"Santa Ana, Calif.",Orange Lutheran HS,6-0,199,https://cornellbigred.com/sports/football/roster/2016-17
Jack Gellatly,Football,2016,Jr.,RB,"Bellevue, Wash.",Issaquah HS,5-11,237,https://cornellbigred.com/sports/football/roster/2016-17
Jackson Weber,Football,2016,Sr.,OLB,"Whitefish Bay, Wis.",Whitefish Bay HS,6-2,229,https://cornellbigred.com/sports/football/roster/2016-17
Jacob Burley,Football,2016,Fr.,OL,"Lancaster, Ohio",William V. Fisher Catholic HS,6-4,279,https://cornellbigred.com/sports/football/roster/2016-17
Jaivon Gibbs,Football,2016,Sr.,S,"Upper Marlboro, Md.",Gonzaga College HS,5-11,186,https://cornellbigred.com/sports/football/roster/2016-17
Jake Hogge,Football,2016,Fr.,OL,"Midlothian, Va.",Trinity Episcopal School,6-4,294,https://cornellbigred.com/sports/football/roster/2016-17
Jake Jatis,Football,2016,Jr.,QB,"Crown Point, Ind.",Crown Point HS,6-4,230,https://cornellbigred.com/sports/football/roster/2016-17
Jake Waltman,Football,2016,Sr.,OL,"Ringgold, Va.",Dan River HS,6-3,292,https://cornellbigred.com/sports/football/roster/2016-17
James Eaton,Football,2016,Jr.,DL,"Tulsa, Okla.",Holland Hall HS,6-2,242,https://cornellbigred.com/sports/football/roster/2016-17
James Hubbard,Football,2016,Jr.,WR,"Fullerton, Calif.",Fullerton HS,6-0,179,https://cornellbigred.com/sports/football/roster/2016-17
Jelani  King,Football,2016,Jr.,CB,"Albany, N.Y.",Albany Academy,5-11,182,https://cornellbigred.com/sports/football/roster/2016-17
Jelani Taylor,Football,2016,Fr.,CB,"Beecher, Mich.",Beecher HS,5-11,179,https://cornellbigred.com/sports/football/roster/2016-17
Jeremiah Shaw,Football,2016,Jr.,ILB,"Westerville, Ohio",Westerville Central HS,6-3,220,https://cornellbigred.com/sports/football/roster/2016-17
Joe Albrecht,Football,2016,Fr.,OL,"South Lake Tahoe, Calif.",South Tahoe HS,6-8,279,https://cornellbigred.com/sports/football/roster/2016-17
Joe Pierik,Football,2016,Sr.,PK,"Corona, Calif.",Notre Dame HS,5-11,159,https://cornellbigred.com/sports/football/roster/2016-17
John Christian Riffle,Football,2016,Fr.,OL,"Weston, Fla.",American Heritage School,6-4,271,https://cornellbigred.com/sports/football/roster/2016-17
John Fitzgerald,Football,2016,Fr.,TE,"Baltimore, Md.",The Gilman School,6-4,233,https://cornellbigred.com/sports/football/roster/2016-17
John Foster,Football,2016,Sr.,OL,"Scituate, Mass.",Scituate HS,6-5,279,https://cornellbigred.com/sports/football/roster/2016-17
Jordan Landsman,Football,2016,Fr.,DL,"Nanuet, N.Y.",Nanuet Senior HS,6-3,250,https://cornellbigred.com/sports/football/roster/2016-17
Jordan Majors,Football,2016,Jr.,CB,"Newtown Square, Pa.",Malvern Prep HS,6-2,205,https://cornellbigred.com/sports/football/roster/2016-17
Jordan Young,Football,2016,Sr.,WR,"Charlotte, N.C.",Davidson Day School,5-10,189,https://cornellbigred.com/sports/football/roster/2016-17
Josh Sweet,Football,2016,Jr.,RB,"Purcellville, Va.",Woodgrove HS,5-10,219,https://cornellbigred.com/sports/football/roster/2016-17
Justin Bedard,Football,2016,Fr.,ILB,"Johnson City, Tenn.",Science Hill HS,6-1,216,https://cornellbigred.com/sports/football/roster/2016-17
Justin Solomon,Football,2016,Sr.,S,"Chandler, Ariz.",Basha HS,6-2,208,https://cornellbigred.com/sports/football/roster/2016-17
Kurt Frimel,Football,2016,Jr.,ILB,"Cream Ridge, N.J.",New Egypt HS,6-1,234,https://cornellbigred.com/sports/football/roster/2016-17
Lars Pedersen,Football,2016,So.,CB,"Wilmington, Vt.",St. Joseph HS,5-11,196,https://cornellbigred.com/sports/football/roster/2016-17
Lucas Raley,Football,2016,Jr.,OL,"Abilene, Texas",Cooper HS,6-3,274,https://cornellbigred.com/sports/football/roster/2016-17
Luis Uceta,Football,2016,Sr.,CB,"Endwell, N.Y.",Maine-Endwell HS,5-10,180,https://cornellbigred.com/sports/football/roster/2016-17
Mac Pope,Football,2016,Jr.,FB/LS,"Pittsburgh, Pa.",Upper St. Clair HS,6-1,233,https://cornellbigred.com/sports/football/roster/2016-17
Malcolm Chaka,Football,2016,So.,OLB,"Mississauga, Ontario",Lake Forest Academy (Ill.),6-3,229,https://cornellbigred.com/sports/football/roster/2016-17
Malik Leary,Football,2016,Fr.,S,"Shreveport, La.",C.E. Byrd HS,6-2,206,https://cornellbigred.com/sports/football/roster/2016-17
Marquan Jones,Football,2016,Fr.,CB,"Maywood, Ill.",Proviso Math and Science Academy,6-0,185,https://cornellbigred.com/sports/football/roster/2016-17
Marshall Deutz,Football,2016,Sr.,WR,"Manhattan Beach, Calif.",Miramonte HS,5-10,187,https://cornellbigred.com/sports/football/roster/2016-17
Mason Banbury,Football,2016,So.,DL,"East Grand Rapids, Mich.",East Grand Rapids HS,6-4,245,https://cornellbigred.com/sports/football/roster/2016-17
Mason Manning III,Football,2016,So.,OL,"Olympia, Wash.",Capital HS,6-6,298,https://cornellbigred.com/sports/football/roster/2016-17
Matt Sullivan,Football,2016,Sr.,TE,"Westfield, Mass.",Cathedral HS,6-4,252,https://cornellbigred.com/sports/football/roster/2016-17
Matt Wells,Football,2016,Fr.,OL,"Greenwood Village, Colo.",Kent Denver School,6-6,249,https://cornellbigred.com/sports/football/roster/2016-17
Maximilian Gardner,Football,2016,So.,OL,"Carlsbad, Calif.",Santa Fe Christian School,6-9,314,https://cornellbigred.com/sports/football/roster/2016-17
Maxwell McCormick,Football,2016,So.,ILB,"Holland, Ohio",St. John's Jesuit HS,6-3,225,https://cornellbigred.com/sports/football/roster/2016-17
Michael Gillooley,Football,2016,Fr.,DL,"Clifton Park, N.Y.",Shenendehowa HS,6-4,273,https://cornellbigred.com/sports/football/roster/2016-17
Michael Hobson,Football,2016,Sr.,PK,"Coos Bay, Ore.",North Bend HS,5-10,180,https://cornellbigred.com/sports/football/roster/2016-17
Michael Staples,Football,2016,Sr.,DL,"Wayne, Pa.",Radnor HS,6-3,276,https://cornellbigred.com/sports/football/roster/2016-17
Mike Catanese,Football,2016,Fr.,QB,"West Hempstead, N.Y.",H. Frank Carey HS,6-3,176,https://cornellbigred.com/sports/football/roster/2016-17
Miles Norris,Football,2016,Sr.,ILB,"Baltimore, Md.",Gilman School,6-0,240,https://cornellbigred.com/sports/football/roster/2016-17
Mo Bradford,Football,2016,Fr.,ILB,"Hot Springs, Ark.",Lakeside HS,6-2,203,https://cornellbigred.com/sports/football/roster/2016-17
Nathaniel Weber,Football,2016,Fr.,OLB,"Reading, Pa.",Exeter Township Senior HS,6-3,248,https://cornellbigred.com/sports/football/roster/2016-17
Nesean Crofford,Football,2016,So.,WR,"Alpharetta, Ga.",Alpharetta HS,5-10,186,https://cornellbigred.com/sports/football/roster/2016-17
Nic Canal,Football,2016,Fr.,TE,"Hopkinton, Mass.",Hopkinton HS,6-5,233,https://cornellbigred.com/sports/football/roster/2016-17
Nick Bland,Football,2016,Sr.,TE,"Milton, Mass.",Milton Academy,6-5,238,https://cornellbigred.com/sports/football/roster/2016-17
Nick Gesualdi,Football,2016,Jr.,S,"Sykesville, Md.",Boys Latin School,6-0,201,https://cornellbigred.com/sports/football/roster/2016-17
Nickolas Null,Football,2016,Fr.,PK/P,"Bradenton, Fla.",Manatee HS,5-11,165,https://cornellbigred.com/sports/football/roster/2016-17
Oscar Boochever,Football,2016,So.,FB,"Washington, D.C.",Sidwell Friends School,6-2,233,https://cornellbigred.com/sports/football/roster/2016-17
Owen Peters,Football,2016,Fr.,S,"Rockville, Md.",Our Lady of Good Counsel HS,6-0,184,https://cornellbigred.com/sports/football/roster/2016-17
Reis Seggebruch,Football,2016,So.,ILB,"Tomball, Texas",Tomball Memorial HS,6-0,235,https://cornellbigred.com/sports/football/roster/2016-17
Robert Somborn,Football,2016,Sr.,QB,"McKinney, Texas",McKinney HS,6-1,202,https://cornellbigred.com/sports/football/roster/2016-17
Ryan Kelley,Football,2016,So.,OLB,"Ross, Calif.",Marin Catholic HS,6-3,237,https://cornellbigred.com/sports/football/roster/2016-17
Ryan Weigel,Football,2016,Jr.,WR,"Southlake, Texas",Southlake Carroll HS,5-7,175,https://cornellbigred.com/sports/football/roster/2016-17
Sean Scullen,Football,2016,Jr.,S,"Rochester, Mich.",Stoney Creek HS,6-3,212,https://cornellbigred.com/sports/football/roster/2016-17
Seth Hope,Football,2016,Jr.,DL,"Fort Thomas, Ky.",Highlands HS,6-3,255,https://cornellbigred.com/sports/football/roster/2016-17
Steven Rodriguez,Football,2016,So.,RB,"Miami Lakes, Fla.",Mater Academy Charter HS,6-2,207,https://cornellbigred.com/sports/football/roster/2016-17
Theo  Goosen,Football,2016,Jr.,OL,"Virginia Beach, Va.",Tallwood HS,6-4,297,https://cornellbigred.com/sports/football/roster/2016-17
Tim Morales,Football,2016,So.,PK,"Rumson, N.J.",Rumson Fair Haven Regional HS,6-2,165,https://cornellbigred.com/sports/football/roster/2016-17
Tommy McIntyre,Football,2016,Fr.,TE,"Florham, Park, N.J.",St. Peter’s Prep HS,6-8,246,https://cornellbigred.com/sports/football/roster/2016-17
Victor Olapinsin,Football,2016,So.,DL,"Bloomfield, N.J.",Bloomfield HS,6-3,263,https://cornellbigred.com/sports/football/roster/2016-17
William Baker,Football,2016,Fr.,OLB,"Kensington, N.H.",Phillips Exeter Academy,6-3,214,https://cornellbigred.com/sports/football/roster/2016-17
Zach Mays,Football,2016,So.,PK,"Las Vegas, Nev.",Centennial HS,6-0,174,https://cornellbigred.com/sports/football/roster/2016-17
Zach Strong,Football,2016,So.,OL,"Kennesaw, Ga.",Mount Paran Christian School,6-9,293,https://cornellbigred.com/sports/football/roster/2016-17
Zack Brienza,Football,2016,So.,WR,"Rochester, N.Y.",Aquinas Institute,5-7,155,https://cornellbigred.com/sports/football/roster/2016-17
Alberto Sandoval,Football,2017,Sr.,OL,"Wixom, Mich.",Brother Rice HS,6-4,291,https://cornellbigred.com/sports/football/roster/2017-18
Alex Kuzy,Football,2017,Fr.,WR,"Raleigh, N.C.",Cardinal Gibbons HS,6-2,191,https://cornellbigred.com/sports/football/roster/2017-18
Austin Holmes,Football,2017,Jr.,CB,"Silver Spring, Md.",The Maret School,5-9,177,https://cornellbigred.com/sports/football/roster/2017-18
Baba  Adejuyigbe,Football,2017,Sr.,LB,"Kwazulu Natal, South Africa",Hilton College,6-0,223,https://cornellbigred.com/sports/football/roster/2017-18
Bennett Ensor,Football,2017,So.,LB,"Sparks, Md.",Hereford HS,6-1,220,https://cornellbigred.com/sports/football/roster/2017-18
Bennett Van Dellen,Football,2017,Fr.,OL,"Golden Valley, Minn.",Hopkins HS,6-2,300,https://cornellbigred.com/sports/football/roster/2017-18
Brock Thomas,Football,2017,Sr.,S,"Plano, Texas",Trinity Christian Academy-Addison,6-0,207,https://cornellbigred.com/sports/football/roster/2017-18
Cameron  Ryan,Football,2017,So.,LB,"Milford, Conn.",St. Joseph HS,6-4,230,https://cornellbigred.com/sports/football/roster/2017-18
Chase Scarboro,Football,2017,Fr.,S,"Hendersonville, Tenn.",Goodpasture Christian HS,6-2,205,https://cornellbigred.com/sports/football/roster/2017-18
Chase Wickenheiser,Football,2017,Jr.,DL,"Clarks Summit, Pa.",Abington Heights HS,6-5,280,https://cornellbigred.com/sports/football/roster/2017-18
Chris Walker,Football,2017,Jr.,RB,"Lewisburg, Tenn.",Marshall County HS,6-1,207,https://cornellbigred.com/sports/football/roster/2017-18
Christian Kelley,Football,2017,Jr.,FB,"Kulpmont, Pa.",Mount Carmel Area HS,6-2,249,https://cornellbigred.com/sports/football/roster/2017-18
Cole Bearden,Football,2017,Fr.,DL,"Beverly Hills, Mich.",Detroit Country Day School,6-5,221,https://cornellbigred.com/sports/football/roster/2017-18
Collin Shaw,Football,2017,Sr.,WR,"Plano, Texas",Plano East Senior HS,6-2,206,https://cornellbigred.com/sports/football/roster/2017-18
Cory Haslam,Football,2017,So.,DL,"Trumbull, Conn.",Trumbull HS,6-2,247,https://cornellbigred.com/sports/football/roster/2017-18
Curt McLeod,Football,2017,Jr.,DL,"Hingham, Mass.",Williston Northampton School,6-5,257,https://cornellbigred.com/sports/football/roster/2017-18
Cyrus Nolan,Football,2017,Jr.,DL,"Encinitas, Calif.",Bishop's HS,6-3,245,https://cornellbigred.com/sports/football/roster/2017-18
DJ Woullard,Football,2017,Jr.,CB,"Fullerton, Calif.",Fullerton Union HS,6-1,196,https://cornellbigred.com/sports/football/roster/2017-18
Dalton Banks,Football,2017,Jr.,QB,"San Antonio, Texas",Alamo Heights HS,6-3,237,https://cornellbigred.com/sports/football/roster/2017-18
Daniel Crochet,Football,2017,Sr.,LB,"Stone Mountain, Ga.",Saint Pius X Catholic HS,6-3,228,https://cornellbigred.com/sports/football/roster/2017-18
Daniel Trimbur,Football,2017,Fr.,WR,"Bridgeville, Pa.",South Fayette HS,6-3,202,https://cornellbigred.com/sports/football/roster/2017-18
David D'Amelio,Football,2017,Jr.,OL,"Naples, Fla.",Barron Collier HS,6-3,299,https://cornellbigred.com/sports/football/roster/2017-18
David Jones,Football,2017,So.,CB,"Sugar Land, Texas",St. Thomas HS,6-0,189,https://cornellbigred.com/sports/football/roster/2017-18
Davy Lizana,Football,2017,So.,WR,"Phoenix, Md.",Boys Latin School,6-4,216,https://cornellbigred.com/sports/football/roster/2017-18
Demetrius  Daltirus,Football,2017,Sr.,WR,"Yardley, Pa.",Blair Academy,6-2,212,https://cornellbigred.com/sports/football/roster/2017-18
Dom Anderson,Football,2017,Fr.,WR,"Staten Island, N.Y.",St. Joseph by the Sea HS,6-4,197,https://cornellbigred.com/sports/football/roster/2017-18
Dylan Otolski,Football,2017,So.,LB,"Grand Rapids, Mich.",Forest Hills Central HS,6-1,217,https://cornellbigred.com/sports/football/roster/2017-18
Eric Gallman II,Football,2017,Fr.,WR,"Charlotte, N.C.",Mountain Island Charter HS,5-10,178,https://cornellbigred.com/sports/football/roster/2017-18
Erik Andreassen,Football,2017,Fr.,LB,"Fort Lauderdale, Fla.",Cardinal Gibbons HS,6-3,209,https://cornellbigred.com/sports/football/roster/2017-18
Erik Bloomquist,Football,2017,Sr.,S,"Sacramento, Calif.",Christian Brothers HS,6-1,201,https://cornellbigred.com/sports/football/roster/2017-18
Ethan Agritelley,Football,2017,So.,PK,"Lake Oswego, Ore.",Lake Oswego HS,5-10,177,https://cornellbigred.com/sports/football/roster/2017-18
Frank O'Dowd,Football,2017,So.,LS,"Plantation, Fla.",St. Thomas Aquinas HS,6-4,235,https://cornellbigred.com/sports/football/roster/2017-18
Garrett Cloer,Football,2017,Jr.,WR,"Hurdle Mills, N.C.",Orange HS,6-5,226,https://cornellbigred.com/sports/football/roster/2017-18
Garrett Patla,Football,2017,Fr.,PK,"Trappe, Pa.",Perkiomen Valley HS,6-1,195,https://cornellbigred.com/sports/football/roster/2017-18
Geno DeMarco,Football,2017,Sr.,DL,"Perrysburg, Ohio",Toledo St. John’s Jesuit HS,6-3,266,https://cornellbigred.com/sports/football/roster/2017-18
George L. Holm III,Football,2017,So.,OL,"Richmond, Va.",Freeman HS,6-4,293,https://cornellbigred.com/sports/football/roster/2017-18
Griffin Collins,Football,2017,Fr.,TE,"Plano, Texas",Frisco Liberty HS,6-4,202,https://cornellbigred.com/sports/football/roster/2017-18
Gus Basanes,Football,2017,Sr.,DL,"Bethesda, Md.",Georgetown Prep HS,6-4,299,https://cornellbigred.com/sports/football/roster/2017-18
Gustavo Dorsett,Football,2017,Jr.,WR,"El Paso, Texas",Franklin HS,6-2,204,https://cornellbigred.com/sports/football/roster/2017-18
Hank deGlee,Football,2017,Jr.,OL,"South New Berlin, N.Y.",Unadilla Valley Central HS,6-5,277,https://cornellbigred.com/sports/football/roster/2017-18
Harley Kirsch,Football,2017,So.,QB,"Redmond, Wash.",Eastside Catholic HS,6-4,236,https://cornellbigred.com/sports/football/roster/2017-18
Harold Coles,Football,2017,So.,RB,"Erie, Pa.",Fairview HS,6-1,207,https://cornellbigred.com/sports/football/roster/2017-18
Hayes Nolte,Football,2017,Sr.,TE,"Blue Bell, Pa.",Germantown Academy,6-4,258,https://cornellbigred.com/sports/football/roster/2017-18
Henry Stillwell,Football,2017,Jr.,OL,"Richmond, Va.",St. Christopher's School,6-5,299,https://cornellbigred.com/sports/football/roster/2017-18
Ijhad Bonner,Football,2017,So.,LB,"Pittsburgh, Pa.",North Allegheny Senior HS,6-2,223,https://cornellbigred.com/sports/football/roster/2017-18
J. Edward Keating,Football,2017,Jr.,OL,"Birmingham, Mich.",Detroit Country Day School,6-4,299,https://cornellbigred.com/sports/football/roster/2017-18
J.D. PicKell,Football,2017,Jr.,RB,"Santa Ana, Calif.",Orange Lutheran HS,6-0,192,https://cornellbigred.com/sports/football/roster/2017-18
